彼 に 話 し て も 良 い 。	you may speak to him .	1
彼 は 心 の 中 で その 事件 に 思い を めぐら し た 。	he turned over the matter in his mind .	1
この 問題 は 彼 が 自分 で 作 っ た もの だ 。	this is a dress of mary 's own making .	0
後 ２ 分 も 早 かっ たら 、 バス に 乗れ た の に 。	if you had come only two minutes earlier , you could have caught the bus .	1
私 は 英語 の 時間 に 当て られ た 。	i was called on in english class .	1
その 計画 に は 大いに 飽き足 ら ぬ ところ が あ る 。	his paper is far from satisfactory .	0
たばこ は 体 に 悪 い よ 。	smoking is bad for your health .	1
東京 に 住 ん で い ま す 。	i live in tokyo .	1
世界 中 の 人々 が 平和 を 切願 し て い る 。	people all over the world are anxious for peace .	1
その 子供 たち は 歌 い ながら 去 っ て 行 っ た 。	those children went away , singing a song .	1
あなた が いなか に 住 み た い 理由 を 教え て くださ い 。	tell me the reason why she got angry .	0
あなた は 泳 ぐ 事 が 出来 ま す か 。	are you able to swim ?	1
さあ 、 もう 一 度 。	come on , try again .	1
私 が 帰宅 し た とき 、 ケン は 読書 を し て い た 。	ken was reading when i came home .	1
私 は 旅行 を 楽しみ に し て い る 。	i am looking forward to the trip .	1
スポーツ だけ で な く 、 音楽 も 好き だ 。	he likes sports as well as study .	0
日本 語 は 難し い 言語 だ と よく 言 わ れ る 。	jane is familiar with the japanese language .	0
親 が 親 なら 子 も 子 。	like father , like son .	0
それ で 最後 だ ！	that 's the last straw !	1
彼 は 非常 に 有能 で あ る 。	he is a man of great a ability .	1
どう か ７ 時 に 起こ し て くださ い 。	please wake me at six .	0
彼 に は 手 を 焼 い た 。	i didn 't get anywhere with him .	1
ケーキ を あなた 方 ２人 で 分け な さ い 。	divide the cake between you two .	1
私 の 言葉 が 彼女 を 怒 ら せ て しま っ た 。	he went out in anger .	0
この 議論 で は 彼 の 言い分 が 正し い と 思 う 。	i think he is right .	0
彼 は 悲し そう な 顔つき を し て い る 。	she has an absent look on her face .	0
ちょっと し た 冗談 の つもり で 言 っ た だけ で す 。	it was just a joke .	1
あなた が 好き な だけ お 取り下さ い 。	take as much as you like .	0
私 は 間違い を する こと が 好き で は あ り ま せ ん 。	you won 't make mistakes .	0
私 は 悪 い こと を し た と 認め る 。	i admit having done wrong .	1
息子 の 見舞い に 来 た の で す が 。	i 'd like to see my son .	1
私 は もう 良 く な り ま し た 。	i recovered from my illness .	0
先生 は ２ 時間 も しゃべ り 続け た 。	the teacher went on talking for two hours .	1
彼 は あらゆる 種類 の 本 を も っ て い る 。	he has all kinds of books .	1
ついに 彼 は 屈服 し た 。	at last he yielded .	1
その 少年 は 昨日 、 病気 の ため 学校 を 欠席 し た 。	the boy was absent from school yesterday , because of illness .	1
私 は ニューヨーク で 道 に 迷 っ た 。	we live in new york .	0
それ が 私 たち が 今 でき る 最善 の 方法 だ 。	that 's the way .	0
い い クリスマス を 過ご し ま し た か 。	do you have a christmas vacation in japan ?	0
彼 に は その 失敗 の 責任 が あ る 。	he is to blame for the failure .	1
思い 通り に 行け る の さ 。	you can go home if you like .	0
これ は 始末 の 難 い 問題 だ 。	this is a difficult problem to solve .	1
彼 は 医者 を 装 っ て い た 。	he made believe he was a doctor .	1
全く はらぺこ で あ る 。	i 'm just looking .	0
彼 は 必ず 月 に 一 度 両親 に 手紙 を 書 く 。	he never fails write to his parents once a month .	1
電話 が 鳴 っ て い ま す 。	he 's now on the phone .	0
私 に は 、 時間 は お 金 で は あ り ま せ ん 。	money is not everything .	0
今 、 忙し い の 。	are you busy now ?	0
そんな うわさ は 誰 も 信 じ ま い 。	i believe you .	0
結婚 し たら 、 何 人 子供 が ほし い ？	how many children do you have ?	0
麻雀 の や り 方 を 知 っ て る ？	do you know how to play mahjong ?	1
口数 が 多 い ぞ と 彼 は 言 っ た 。	the trouble with you is that you talk too much .	0
彼 は あの 大切 な 仕事 に は 不 適格 だ 。	he is not equal to the important job .	1
私 は その 事柄 に つ い て 彼 と 話 が し た い 。	i am to talk over the matter with him tomorrow .	0
平和 に 満足 し て い る 人 は 、 幸せ で あ る 。	who is that man ?	0
あなた は 自分 の 人生 に 満足 し て い ま す 。	you are satisfied with the argument .	1
箱 は 重 かっ た が 、 彼 は 何 と か 運 ん だ 。	this is so heavy a box that i can 't carry it .	0
両親 に は 従 う べ き だ 。	you are to obey your parents .	0
それ は ここ から で は 白 く 見え る 。	this fact shows that he is honest .	0
明日 雨 が 降 れ ば 私 は 行 き ま せ ん 。	in case it rains , i won 't go .	0
人 の 子 も また あげ られ ね ば な り ま せ ん 。	she felt herself lifted up .	0
ほか に 方法 は あ り ま せ ん か 。	we have no alternative but to work .	0
私 の 母 は 、 この 夏 入院 し て い ま し た 。	mother goes to the hospital in the morning .	0
新居 へ 引っ越 し た 。	i just moved .	0
大統領 の 言 う こと に 耳 を 澄 ま し た 。	i strained to hear what the president said .	1
その 川 は ゆっくり と 海 まで 流れ る 。	the river flows too fast to swim in .	0
彼 は 他人 に 親切 に する よう に 言 い ま し た 。	be kind to others .	0
ラジオ を 消 し なさ い 。	shut off the radio .	1
彼女 は おかしな 顔 を し て い る 。	she has a funny face .	1
彼女 は 使いで 出 た 。	she is out on an errand .	1
弟 は 英語 が 読め ま す 。	my little brother can read english .	1
この テレビ 月賦 で 買 っ た 。	i bought this tv on the installment plan .	1
ちょっと お たずね し ま す が 。	excuse me . may i get by ?	0
ジョン に は 車 を 買え る ほど の お 金 が あ る 。	i have not enough money to buy it .	0
罰金 など 払 う ま い と 彼女 は 決心 し た 。	she resolved not to pay the fine .	1
その 事故 は この 様 に し て 起こ っ た 。	the accident happened in this manner .	1
この 騒音 に は もう 我慢 する こと が でき ま せ ん 。	i can 't stand this noise any longer .	0
私 の 弟 は 事故 で けが を し ま し た 。	my little brother was injured in the accident .	1
何故 そう 思 う の ？	why do you think so ?	1
彼女 は 私 が 店 に 入 る の を 見 た 。	she saw me enter the store .	1
私 は 兄 ほど 勤勉 で は な い 。	i am not so diligent as my brother .	1
パーティー で 愉快 に 過ご し ま し た か 。	did you enjoy yourself at the party ?	0
庭 の 花 は 水 不足 で すべて 枯れ て しま っ た 。	i water the flowers in the garden every day .	0
自転 車 を 借り て も い い で す か 。	may i borrow your dictionary ?	0
彼 の 話 に 私 達 は しらけ て しま っ た 。	she turned off the radio .	0
彼女 は 彼 に 座 っ て くださ い と 言 っ た 。	she asked him to sit down .	1
彼 ら は やる気 が あ る 。	he is a little high .	0
彼女 は １０ 人 の 子持ち な の だ 。	she has ten children .	1
彼 は 町 の 人 みんな と 付き合い が あ っ た 。	i am acquainted with him .	0
要 する に 彼 ら は 若 すぎ る と い う こと だ 。	the point is they are too young .	1
たばこ を 止め る こと が あなた に と っ て 必要 で す 。	it is necessary for you to go .	0
疲れ て い た の で 、 すぐ に 床 に つ い た 。	since he was tired , he went to bed .	0
それ は 抜け 目 の な い や り 方 だっ た 。	his way of doing was much disliked .	0
君 か 僕 が 選 ば れ る こと に な る で しょ う 。	you or i will be chosen .	1
わたし は あなた の 健康 を とても 心配 し て い る 。	i am concerned about his poor health .	0
たいてい の 仕事 は あまり 楽し く な い 。	most work is not very pleasant .	1
私 に この 問題 を 解 い て くださ い 。	please answer this question for me .	1
そんな に 食べ る と 、 病気 に な る よ 。	if you eat so much , you 'll get sick .	1
彼 は 水 を 出 し っぱなし に し た に ちがい な い 。	the hot water isn 't running .	0
水割り に し て くださ い 。	i 'd like whiskey and water .	1
彼女 は いつ も 高価 な 服 を 買 い ま す 。	she is always buying expensive clothes .	0
通り で 少年 と すれ違 っ た 。	a boy is walking across the street .	0
私 の 女 友達 は 今頃 もう ここ に 来 て い る はず だ 。	he ought to have arrived here .	0
彼 は クラス の ほか の どんな 少年 より も 背 が 高 い 。	he is taller than any other boy in his class .	1
彼女 は 結婚 する に は 若 すぎ る 。	she is too young to know the truth .	0
周り を 見渡 し なさ い 。	look about you .	0
女性 だ って エッチ し た い 。	i want to have a part-time job , too .	0
彼 は 彼女 の 病気 の こと を 言 っ て い た 。	she talked about her school life .	0
私 は 彼 に すぐ それ を や ら せ よ う 。	do it at once .	0
この ことば を 君 は どう 考え ま す か 。	how would you like it ?	0
彼女 が その 子供 の 世話 を し た 。	she looked after the child .	1
メアリー は 先生 に な り た い と 思 っ て い る 。	mary wants to become a teacher .	1
大変 おいし い で す よ 。	it 's really good .	1
診察 し ま しょ う 。	give me a rain-check .	0
その パーティー は 全然 楽し い もの で は な かっ た 。	the party was anything but pleasant .	1
失敗 し な い よう 気 を つけ な さ い 。	i fail to see .	0
もう 暗 い 。	it is already dark .	1
彼 は 何 を し よ う と し て い る の か 。	what are you driving at ?	0
私 は その 事件 と 何 の 関係 も な かっ た 。	i had nothing to do with that incident .	1
私 は 彼女 が どこ に 住 ん で い る の か 尋ね た 。	i asked where she lived .	1
彼 は 職 を 失 っ て しま っ た 。	i am out of work .	0
少年 は 新し い 自転 車 を みんな に 見せびらか し た 。	the boy showed off his new bicycle to everyone .	1
あなた の 努力 は 役 に 立 ち ま し た か 。	his efforts come to little .	0
私 は その 仕事 を 全力 を 尽く し て や っ た 。	i did the job to the best of my ability .	1
僕 は 周り を 見回 し た 。	i looked around me .	1
私 たち の 先生 の 評判 が よ い 。	our teacher is well spoken of .	1
今 駅 に 着 い た わ 。	he arrived at the station .	0
将来 の ため に 勉強 し た ほう が よ い 。	you 'd better study for the sake of your future .	1
君 は 彼 が 死 ん だ もの と あきらめ た 方 が よ い 。	you should not give up your hope .	0
この 本 は 君 の 勉強 に 役立 つ だ ろ う 。	this is your book .	0
彼 は つきあい が 悪 い 。	he is unsociable .	1
どう す れ ば 君 と 連絡 が とれ る 。	how can i reach you ?	1
写真 を 撮 ろ う 。	let 's take a picture .	1
目 の 前 で 料理 し て もら う の は 素敵 だ 。	it 's good to have the food cooked in front of you .	1
彼 は その 仕事 に は 慣れ て い る 。	he is used to the work .	1
その 時 私 たち は お 金 に 困 っ て い た 。	we are short of money .	0
彼 は ユーモア が 分か る 。	he has a sense of humor .	1
この 本 は 日本 で は 手 に 入 ら な い 。	this book is not available in japan .	1
母 は 私 が 帰宅 する こと ばかり を 思 っ て い た 。	mother thought of nothing but my coming home .	1
気 を 楽 に 持と う よ 。	let your hair down a little .	1
私 は 窓 から 外 を 見 た 。	he went out the window .	0
何 時 に し ま しょ う か 。	what time shall we make it ?	1
ジョン は 月 に 一 度 両親 に 手紙 を 書 く 。	bob writes to me once a month .	0
彼 は 知らせ を 聞 く と すぐ に 泣 き 出 し た 。	he had no sooner heard the news than he began to cry .	1
あなた は ２ 時間 勉強 し て い ま す か 。	have you been studying for two hours ?	1
食事 は いく 途中 で 食べ よ う 。	we 'll eat on the way .	1
彼女 は 私 の 兄 を 私 と 間違え た 。	she took my brother for me .	1
私 は あなた の 計画 に 反対 は あ り ま せ ん 。	i have no objection to your opinion .	0
私 は 彼 に 結果 を 知 ら せ た 。	she informed him of her arrival .	0
大阪 に は もう どれ くらい ご 滞在 で す か 。	how long are you staying in japan ?	0
学校 が 始ま る 月 は ４ 月 だ 。	school begins in spring .	0
私 は 日本 語 を ５ 年間 勉強 し て い る 。	i 've studied japanese for five years .	1
彼 ら は その 日暮らし で 生活 を し て い る 。	he lives from hand to mouth .	0
私 は みどり 銀行 に 行 っ て き た ところ な ん で す 。	i have just been to the midori bank .	1
法律 を 守 ら な けれ ば な ら な い 。	you must observe the law .	0
私 は 、 次 の バス を 待 つ より むしろ 歩 き た い 。	i would rather walk than wait for the next bus .	1
彼 は 英語 の 勉強 に 非常 に 熱心 で す 。	do you study english ?	0
手 を 洗 っ て しま っ たら ここ へ お い で 。	come here after you have washed your hands .	1
あなた は だれ から も 尊敬 さ れ て い る 。	you 're respected by everybody .	1
彼 は 歳 の 割 に 若 く 見え る 。	his mother looks young for her age .	0
悪意 で し た の で は な い 。	what did you do there ?	0
窓 を 開け て も かま わ な い で しょ う か 。	open the window .	0
彼 は 先生 を 笑い 者 に し た 。	he made his son a teacher .	0
彼 に は 君 と 同じ 年 の 息子 が い る 。	your son has come of age .	0
わざわざ 会 い に 来 て くれ て ありがとう 。	thank you for coming all the way to see me .	1
彼 は 試験 に 通 っ て 幸運 だっ た 。	he was fortunate to pass the exam .	1
タバコ は 健康 に 良 く な い こと を 忘れ な い で ね 。	keep in mind that smoking is not good for your health .	1
きょう の 試合 は どう で し た か 。	how did the game come out ?	0
彼 は 信用 でき な い 。	he is not a man to be trusted .	0
君 の 意見 の 幾 つ か に は 賛成 し ま す 。	i agree with some of your opinions .	1
しばらく ここ で 待 て 。	i was told to wait for a while .	0
朝食 を と る 時間 が ほとんど な い 。	we have time enough to eat .	0
あなた は わざと その 間違い を し た の か 。	do you think he made that mistake on purpose ?	0
彼 は フランス 語 は ぜんぜん 知 ら な い 。	i don 't know french .	0
お 金 が な い の で それ が 買え な い 。	i have no money to buy it .	0
彼 ら が 先週 忙し かっ た で す か 。	i was very busy last week .	0
考え させ て 下さ い 。	please think about it .	0
その 犬 に 毎日 食べ物 を や っ て 下さ い 。	every dog has his day .	0
あなた は 親切 で は な い 。	you are not kind .	1
彼女 と 私 に は 共通 点 が 何 も な い 。	i have nothing in common with her .	1
靴 が きつ く て 足 が 痛 い 。	these shoes are too expensive .	0
この 夏 休み は どこ か へ 行 く の で す か 。	are you going away this summer ?	1
他人 の 事 は ほう っ て お い て くれ 。	mind your own business !	0
彼 は とても 速 く 泳げ る 。	i can swim fast .	0
ジュディー さん は みんな に 親切 で す 。	i called on judy .	0
どう し て も それ が どこ だっ た か 思い出せ な い 。	i cannot for the life of me remember where it was .	1
睡眠 時間 が 十分 あ れ ば い い の に 。	i wish i had enough time to sleep .	1
この 部屋 は とても 暑 い で す ね 。	it is very hot in this room , isn 't it ?	1
あなた の 計画 に 賛成 で す 。	i agree to his plan .	0
彼女 は 昨日 ロンドン へ 出発 し た 。	she left for london yesterday .	1
自分 の 弁当 を 学校 へ 持 っ て き て も よろし い 。	you may bring your own lunch to school .	1
君 たち は この 学校 の 学生 で す か 。	are you students at this school ?	1
君 は 善悪 の 判断 が でき な い の か 。	can 't you tell right from wrong ?	1
こんな きれい な 夕焼け は 見 た こと が 無 い 。	never have i seen such a beautiful picture .	0
大変 な 事 に な る よ 。	the fat will be in the fire .	1
彼 に 電話 を し た が 話 中 だっ た 。	i tried to call him up , but the line was busy .	1
いつ で も 電話 を し て くださ い 。	please call me at any time .	1
私 は 彼 が 誰 か を 知 ら な い 。	i know who he is .	0
学校 を 卒業 し た 。	i graduated from the school .	1
彼 は 自分 の 目 を 信じ る こと が でき な かっ た 。	he could not believe his eyes .	1
お 入り くださ い 。	i 'll come right now .	0
はい 、 何 度 も あ り ま す 。	yes , i have seen one many times .	1
自分 で も それ が 解 っ て い る ん だ け と 。	i myself did it .	0
４ 掛け る ２ は ８ だ 。	eight is the double of four .	0
驚 い た こと に 、 彼 は 試験 に 失敗 し た 。	he failed the examination again .	0
どう い う 種類 の 人 たち が 君 は 一番 好き で す か 。	what kind of people do you like best ?	1
何 が あ っ て も 彼 は 行 く で しょ う 。	nothing will stop his going .	1
彼 ら は バケツ で 水 を 運 ん だ 。	they carried water in buckets .	1
彼女 は ３０ 分 彼 を 待 っ て い ま す 。	she has been waiting for him thirty minutes .	1
私 達 は 平和 を 望 み ま す 。	we are anxious for peace .	0
彼 は いつ ここ に 着 い た の か 。	when did he arrive here ?	1
町 は 雪 で 覆 わ れ て い た 。	the city was blanketed with snow .	1
その ネクタイ は 私 の 服 に は 合 わ な い 。	how much is this tie ?	0
会議 は この よう に 行 わ れ た 。	i don 't like her manner .	0
私 は 彼女 を 慰め る こと が でき る 。	i can comfort her .	1
その 時 に 会 い ま しょ う 。	see you then .	1
この 花 は 枯れ かけ て い る 。	what lovely flowers these are !	0
辞書 を 階下 に 忘れ て き た 。	i left my dictionary downstairs .	1
彼 は 忘れ っぽ い 。	he is apt to forget .	1
私 の 母 は 心理 学 の 先生 で あ る 。	my father is a teacher .	0
彼 は 多趣味 だ 。	she has a lot of money .	0
最初 から 始め よ う 。	let 's begin with this problem .	0
私 が 欲し い の は ワープロ で す 。	i have the same word-processor as this .	0
私 は アメリカ の 家族 の ところ に い ま し た 。	he is an american .	0
ついに 彼女 は 彼 に 屈 し て 秘密 を 漏ら し た 。	at last she gave way to him and broke a secret .	1
金欠 な ん だ 。	who broke this ?	0
彼 は イギリス の 少年 で は あ り ま せ ん 。	he is not an english boy .	1
その 場所 を 私 は 何 回 も 訪れ た 。	this is the first time i have visited england .	0
お 湯 が 出 ま せ ん 。	the hot water isn 't running .	1
コンサート よ かっ た ？	did you have a good concert ?	1
言葉 に は 気 を つけ な さ い 。	put out your tongue , please .	0
私 は 彼女 から 手紙 を もら っ た 。	i got a letter from her .	1
私 は 田舎 で 育て られ た 。	i was brought up in the country .	1
君 を 頼り に し て い る よ 。	i am counting on you .	1
私 は 仕事 に 追 わ れ て い ま す 。	i am new to the work .	0
ただ の 風 の いたずら だ よ 。	it 's just a trick of the wind .	1
私 は 女の子 は 陽気 な の が 好き で す 。	what a cheerful story !	0
この 辞書 の 用例 は わか り やす い 。	the examples in this dictionary are easy to understand .	1
私 は 招待 さ れ た パーティー に は 必ず 出席 する 。	i go to any party i am invited to .	1
そして 、 この 木 は 幸せ で し た 。	and the tree was happy .	1
彼 ら は よ い 友人 で あ り 続け ま し た 。	we are good friends .	0
そんな こと を 言 う 人 は 嫌い だ 。	who is he like ?	0
おそらく 彼女 は まだ 日本 に い る だ ろ う 。	i dare say he will not come .	0
あなた は 沖縄 へ 行 っ た 事 が あ り ま す か 。	did you ever go to okinawa ?	1
上手 く い く と 思 い ま す か 。	what do you think about it ?	0
こちら が あなた の 鍵 だ 。	get me the key .	0
あなた は 間違え ま し た 。	he made an error , as he often does .	0
私 たち は そこ で 何 匹 か の 大きな 魚 を 捕まえ た 。	we caught some large fish there .	1
君 は 彼 が 死 ん だ もの と あきらめ た 方 が よ い 。	you should not give him up for lost .	1
市内 まで い く バス 乗り 場 は 、 どこ で す か 。	where 's the bus for the city ?	1
彼 が いつ 到着 する か は 明確 に は 分か ら な い 。	i don 't know for certain when he will arrive .	1
君 が この 本 を 書 い た って ？	who wrote this book ?	0
コーヒー を 食後 に お 願 い し ま す 。	i 'd like to have a coffee .	0
彼 は すぐ に 雑用 を 終え た 。	he finished his chores in no time .	1
今日 は むしろ 外出 し た く な い 。	i would rather go out .	0
私 の 夢 は 先生 に な る こと で す 。	my dream is still just a dream .	0
もう 一 度 送 っ て くれ ま せ ん か 。	can you copy this for me ?	0
探 し て い た 珍本 を 見つけ た 。	i found a rare book i had been looking for .	1
どうぞ 楽 に なさ っ て 下さ い 。	please make yourself at home .	0
ぼく は 、 テニス が 大好き で す 。	i like tennis very much .	1
その 本 は もう 読み 終え た の かい 。	have you done with the book ?	1
そんな に コロコロ 、 言 う 事 を 変え な い で くれ よ 。	don 't change your mind so often .	1
私 たち の 意見 に 同意 し ま す か 。	do you agree to our proposal ?	1
バス で 東京 に 行 く つもり で す か 。	i go to school by bus .	0
ものごと を あ る が まま に 見 る よう に し なさ い 。	try to see things as they are .	0
彼 が 怒 っ た の も 当然 だ と 思 い ま す 。	it is natural that you should get angry .	0
彼 は コーヒー を 飲 み ながら 彼女 と 雑談 し た 。	we talked over a cup of coffee .	0
彼女 は 若 い とき 、 とても 美し かっ た 。	when she was young , she was very beautiful .	1
彼 は 決して 自分 の 仕事 に つ い て 話 さ な い 。	he never speaks of his own job .	1
大 か 、 小 か 。	large or small ?	1
どう か こ の 手紙 を 忘れ ず に 投函 し て くださ い 。	remember to post the letter .	0
その 少年 は なぜ 泣 い て い る か 私 に 話 し た 。	the boy told me why he was crying .	1
僕 に は 彼 の 半分 の 本 しか な い 。	he has half again as many books as i.	0
ボブ が 手伝 っ て くれ た 。	bob helped me .	1
彼女 は 心臓 が 悪 かっ た 。	she was ill with heart disease .	1
計画 を たて る こと と 実行 する こと と は まったく 別 だ 。	it is one thing to make a plan and quite another to carry it out .	0
僕 は 終電車 に 乗 り 遅れ た 。	i was late for the last train .	0
早 く 出かけ さえ すれ ば よ い 席 が とれ る 。	you have only to leave early to get a good seat .	1
彼 は 貧し い けれど も 幸福 だ 。	poor as he is , he is happy .	1
英語 を 話 し ま しょ う 。	let 's speak english .	1
私 は 青色 が 一番 好き で す 。	i like blue best of all colors .	1
トム と ジム は 身長 が 同じ だ 。	jim is about as tall as bill .	0
説明 し て くださ い 。	please explain it .	1
きのう 自動 車 事故 が あ っ た 。	he was hurt in a car accident .	0
父 の 勘定 に つけ と い て くださ い 。	put it on my father 's account .	1
私 は 曲 を 覚え よ う と し た 。	learn these names by heart .	0
彼女 は 体 中 が 痛 ん で い た 。	she was aching all over .	1
８ 時 に お 会 い し ま しょ う 。	i 'll meet to you at eight .	1
彼 は 倹約 家 だ 。	he is an economizer .	1
赤ん坊 は 口 を 開け た 。	the baby opened his mouth .	1
彼女 は 静か に 目 を 閉じ た 。	she slowly closed her eyes .	1
警官 が 私 に 近づ い て き た 。	a policeman came up to me .	1
その 少年 は ポケット に 手 を 入れ た 。	he put his hand on his heart .	0
あなた の 言 う こと は 信じ が た い 。	it is difficult to believe what you say .	1
彼 ら は 空腹 を 感 じ た 。	they feel hungry .	1
彼 が あんな 事 を 言 う なんて 不思議 だ 。	that he should say such a thing !	0
マッチ あ り ま す か 。	he is a good match for me .	0
彼 は 彼女 に 親切 で な い 。	is he kind to you ?	0
私 は 音楽 に つ い て 話 し た 。	she talked about her school life .	0
そんな こと を 絶対 に し て は いけ な い 。	on no account must you go out today .	0
彼 は あらゆる 種類 の 本 を も っ て い る 。	we eat many kinds of food .	0
い い 友達 に なれ そう で す ね 。	i think we could be good friends .	1
コーヒー を １ 杯 いただけ ま せ ん か 。	would you give me a cup of coffee ?	1
母親 の 忠告 なら 友人 の 助言 より も 大切 だ 。	a mother 's advice would outweigh a friend 's .	1
他人 を 傷つけ る こと は よ く な い 。	did i hurt you ?	0
昨夜 君 は 外出 し て い ま し た か 。	were you out last night ?	1
間 も な く 、 私 たち は 再会 する だ ろ う 。	it will not be long before we meet again .	1
彼 は 変わ っ て しま っ た 。	he changed his mind .	0
私 は その 知らせ を 聞 い て 参 っ て しま っ た 。	i was floored by the news .	1
いつ で も 使 っ て 下さ い 。	you can use it anytime .	1
